434441029.0000	9.43	1.52
434441031.0000	6.01	1.94
434441033.0000	1.91	1.32
434441035.0000	1.27	1.24
434441037.0000	3.78	1.09
434441039.0000	5.89	1.04
434441041.0000	7.93	0.65
434441043.0000	8.96	0.14
434441045.0000	9.87	0.26
434441047.0000	8.47	0.77
434441049.0000	6.89	1.23
434441051.0000	4.54	1.51
434441053.0000	3.75	1.59
434441055.0000	4.09	1.57
434441057.0000	4.44	0.98
434441059.0000	5.86	0.85
434441061.0000	7.16	0.82
434441063.0000	7.93	0.96
434441065.0000	6.79	0.83
434441067.0000	7.96	0.56
434441069.0000	6.90	0.34
434441071.0000	6.37	0.91
434441073.0000	4.86	0.84
434441075.0000	3.47	1.15
434441077.0000	2.26	1.22
434441079.0000	2.55	1.18
434441081.0000	4.76	1.18
434441083.0000	4.78	0.54
434441085.0000	6.00	0.70
434441087.0000	6.86	0.73
434441089.0000	7.42	0.69
434441091.0000	7.52	0.53
434441093.0000	7.64	0.32
434441095.0000	7.92	0.20
434441097.0000	7.64	0.14
434441099.0000	5.91	0.98
434441101.0000	4.40	1.57
434441103.0000	1.37	2.01
434441105.0000	3.17	2.07
434441107.0000	5.08	1.60
434441109.0000	6.27	0.68
434441111.0000	6.90	0.27
434441113.0000	8.32	0.46
434441115.0000	8.42	0.25
434441117.0000	7.95	0.52
434441119.0000	6.78	0.65
434441121.0000	5.21	0.52
434441123.0000	4.89	0.27
434441125.0000	3.67	0.57
434441127.0000	3.18	0.77
434441129.0000	1.94	1.16
434441131.0000	2.57	0.72
434441133.0000	4.21	0.54
434441135.0000	5.07	0.18
434441137.0000	5.16	0.17
434441139.0000	5.95	0.41
434441147.0000	4.56	0.94
434441148.0000	4.14	0.84
434441149.0000	2.69	1.01
434441151.0000	3.07	0.86
434441153.0000	2.84	0.55
434441155.0000	2.63	0.54
434441157.0000	2.46	0.32
434441159.0000	1.80	0.38
434441161.0000	0.94	0.43
434441163.0000	0.53	0.68
434441165.0000	0.80	0.32
434441167.0000	1.95	0.28
434441169.0000	1.84	0.72
434441171.0000	2.57	0.42
434441173.0000	3.05	0.15
434441175.0000	3.01	0.27
434441177.0000	1.42	0.78
434441179.0000	1.30	0.48
434441181.0000	1.61	0.22
434441183.0000	2.41	0.19
434441185.0000	2.04	0.30
434441187.0000	2.41	0.30
434441189.0000	1.10	0.50
434441191.0000	0.55	0.63
434441193.0000	3.44	1.55
434441195.0000	4.55	1.67
434441197.0000	5.69	1.04
434441199.0000	9.40	1.44
434441201.0000	12.23	2.25
434441203.0000	10.08	1.39
434441205.0000	6.94	2.07
434441207.0000	6.25	2.08
434441209.0000	6.27	1.70
434441211.0000	6.26	1.43
434441213.0000	7.42	1.74
434441215.0000	7.33	1.28
434441217.0000	6.67	1.90
434441219.0000	5.52	1.96
434441221.0000	3.90	0.91
434441223.0000	5.14	0.59
434441225.0000	6.55	0.48
434441227.0000	8.60	0.96
434441229.0000	10.08	1.30
434441231.0000	10.41	0.99
434441233.0000	10.31	1.47
434441235.0000	10.23	1.56
434441237.0000	9.47	1.22
434441239.0000	7.88	1.28
434441241.0000	5.32	1.37
434441243.0000	3.29	1.37
434441245.0000	2.07	1.10
434441247.0000	4.23	0.90
434441249.0000	5.59	0.66
434441251.0000	5.79	1.27
434441253.0000	5.90	0.87
434441255.0000	6.34	0.57
434441257.0000	7.48	0.10
434441259.0000	8.35	0.76
434441261.0000	8.87	0.64
434441263.0000	9.33	0.63
434441265.0000	10.01	0.31
434441267.0000	8.56	1.52
434441269.0000	8.18	1.76
434441271.0000	4.69	2.05
434441273.0000	2.16	1.99
434441275.0000	4.47	2.30
434441277.0000	5.58	1.55
434441279.0000	5.77	1.00
434441281.0000	7.64	0.69
434441283.0000	8.77	0.99
434441285.0000	6.01	1.35
434441287.0000	8.22	2.02
434441289.0000	7.21	1.28
434441291.0000	8.15	1.15
434441293.0000	9.49	0.96
434441295.0000	11.60	0.79
434441297.0000	11.17	0.89
434441299.0000	10.11	0.33
434441301.0000	10.31	0.86
434441303.0000	8.67	1.33
434441305.0000	6.40	2.02
434441307.0000	5.20	1.97
434441309.0000	6.69	2.33
434441311.0000	11.51	2.79
434441313.0000	15.61	2.40
434441315.0000	13.97	1.91
434441317.0000	14.78	1.32
434441319.0000	15.63	1.17
434441321.0000	14.36	2.42
434441323.0000	12.26	1.72
434441325.0000	13.18	1.65
434441327.0000	12.48	1.20
434441329.0000	9.30	0.83
434441331.0000	5.75	1.44
434441333.0000	2.66	1.81
434441335.0000	4.10	2.03
434441337.0000	8.31	1.79
434441339.0000	12.27	1.36
434441341.0000	13.40	0.36
434441343.0000	15.22	0.97
434441345.0000	15.74	1.59
434441347.0000	16.53	1.38
434441349.0000	15.88	1.24
434441351.0000	14.31	1.83
434441353.0000	12.44	1.40
434441355.0000	12.29	1.35
434441357.0000	10.90	1.31
434441359.0000	12.13	2.23
434441361.0000	10.70	1.66
434441363.0000	10.64	0.94
434441365.0000	9.08	1.00
434441367.0000	7.66	1.69
434441369.0000	6.17	1.49
434441371.0000	6.90	1.41
434441373.0000	8.17	1.12
434441375.0000	9.64	0.78
434441377.0000	11.23	1.01
434441379.0000	11.35	0.64
434441381.0000	11.96	0.62
434441383.0000	12.51	0.19
434441385.0000	12.79	0.19
434441387.0000	12.55	0.12
434441389.0000	12.46	0.13
434441391.0000	12.36	0.12
434441393.0000	12.22	0.26
434441395.0000	12.10	0.76
434441397.0000	11.40	0.67
434441399.0000	9.80	0.86
434441401.0000	8.92	0.74
434441403.0000	6.55	0.96
434441405.0000	5.14	1.31
434441407.0000	6.36	1.48
434441409.0000	4.73	1.01
434441411.0000	6.22	0.69
434441413.0000	6.23	1.16
434441415.0000	6.89	1.15
434441417.0000	6.91	1.06
434441419.0000	6.68	2.36
434441421.0000	6.54	0.84
434441423.0000	6.33	0.60
434441425.0000	5.70	0.67
434441427.0000	4.42	0.66
434441429.0000	3.96	0.82
434441431.0000	8.31	2.48
434441433.0000	9.54	1.86
434441435.0000	11.44	1.91
434441437.0000	10.50	1.01
434441439.0000	11.61	0.80
434441441.0000	9.52	1.53
434441443.0000	6.24	2.04
434441445.0000	2.88	2.49
434441447.0000	2.47	1.45
434441449.0000	5.33	1.46
434441451.0000	8.06	1.42
434441453.0000	11.31	1.18
434441455.0000	12.86	0.37
434441457.0000	14.25	0.57
434441459.0000	14.56	0.92
434441461.0000	13.29	1.18
434441463.0000	10.93	1.65
434441465.0000	9.24	2.24
434441467.0000	8.27	2.22
434441470.0000	6.50	1.79
434441471.0000	6.06	1.71
434441473.0000	8.23	2.28
434441475.0000	11.86	2.23
434441477.0000	12.74	1.76
434441479.0000	14.02	1.14
434441481.0000	14.67	0.65
434441483.0000	15.35	0.48
434441485.0000	15.88	1.36
434441487.0000	15.37	2.31
434441489.0000	15.22	1.62
434441491.0000	14.55	1.28
434441493.0000	14.75	1.27
434441495.0000	11.45	2.31
434441497.0000	10.26	2.24
434441499.0000	7.52	2.29
434441501.0000	3.32	2.38
434441503.0000	5.50	1.22
434441505.0000	7.96	0.74
434441507.0000	9.46	0.72
434441509.0000	9.72	0.30
434441511.0000	10.56	0.43
434441513.0000	9.39	1.26
434441515.0000	8.04	1.37
434441517.0000	4.16	1.86
434441519.0000	2.97	1.29
434441521.0000	2.13	0.57
434441523.0000	1.39	0.80
434441525.0000	4.29	1.55
434441527.0000	4.50	1.10
434441529.0000	7.04	1.44
434441531.0000	9.40	1.79
434441533.0000	9.48	0.98
434441535.0000	9.54	1.04
434441537.0000	9.63	0.84
434441539.0000	7.23	1.40
434441541.0000	3.66	1.94
434441543.0000	1.17	2.38
434441545.0000	7.81	2.65
434441547.0000	14.71	2.19
434441549.0000	16.97	0.78
434441551.0000	16.32	0.93
434441553.0000	13.31	3.05
434441555.0000	8.48	3.93
434441557.0000	6.66	3.85
434441559.0000	9.36	5.08
434441561.0000	13.04	2.52
434441563.0000	20.24	1.90
434441565.0000	22.87	0.72
434441567.0000	22.43	0.65
434441569.0000	20.72	1.08
434441571.0000	19.66	1.40
434441573.0000	17.90	1.49
434441575.0000	14.74	1.80
434441577.0000	10.84	1.66
434441579.0000	7.06	2.15
434441581.0000	4.63	1.92
434441583.0000	6.02	1.67
434441585.0000	9.25	1.58
434441587.0000	10.76	0.87
434441589.0000	12.74	0.42
434441591.0000	14.74	0.78
434441593.0000	15.15	0.96
434441595.0000	14.85	0.96
434441597.0000	14.93	0.73
434441599.0000	15.19	1.12
434441601.0000	14.03	1.49
434441603.0000	13.56	1.57
434441605.0000	12.10	1.83
434441607.0000	10.65	1.39
434441609.0000	9.72	1.16
434441611.0000	8.84	1.05
434441613.0000	8.57	0.83
434441615.0000	6.01	1.03
434441617.0000	3.50	1.36
434441619.0000	4.92	2.07
434441621.0000	4.52	1.33
434441623.0000	6.57	1.45
434441625.0000	7.28	0.90
434441627.0000	8.89	0.39
434441629.0000	9.16	0.43
434441631.0000	9.16	0.43
434441633.0000	7.26	0.91
434441635.0000	4.97	1.20
434441637.0000	4.84	1.61
434441639.0000	6.54	2.04
434441641.0000	8.95	1.47
434441643.0000	7.76	0.78
434441645.0000	8.50	1.18
434441647.0000	8.83	1.31
434441649.0000	7.69	1.69
434441651.0000	3.25	1.91
434441653.0000	4.38	2.74
434441655.0000	8.52	2.29
434441657.0000	13.04	2.35
434441659.0000	15.10	1.74
434441661.0000	18.90	1.96
434441663.0000	17.31	0.57
434441665.0000	16.65	1.43
434441667.0000	12.33	2.64
434441669.0000	7.97	2.89
434441671.0000	4.51	2.26
434441673.0000	4.98	2.08
434441675.0000	8.09	2.30
434441677.0000	8.66	2.12
434441679.0000	9.93	1.62
434441681.0000	7.90	1.40
434441683.0000	8.77	2.34
434441685.0000	8.24	1.99
434441687.0000	8.68	0.61
434441689.0000	6.63	0.59
434441691.0000	6.18	1.48
434441693.0000	6.03	2.37
434441695.0000	1.94	3.25
434441697.0000	4.61	2.31
434441699.0000	6.55	2.17
434441701.0000	9.03	1.51
434441709.0000	8.35	0.67
434441710.0000	7.08	1.19
434441711.0000	6.19	0.78
434441713.0000	5.64	1.16
434441715.0000	3.63	0.76
434441717.0000	3.28	1.81
434441719.0000	4.45	1.02
434441721.0000	4.84	0.28
434441723.0000	4.08	1.56
434441725.0000	6.17	2.37
434441727.0000	3.90	1.42
434441729.0000	4.56	1.13
434441731.0000	2.99	0.36
434441733.0000	2.78	1.85
434441735.0000	1.32	1.01
434441737.0000	5.49	1.16
434441739.0000	8.82	0.88
434441741.0000	11.38	0.84
434441743.0000	8.02	2.65
434441745.0000	8.02	1.76
434441747.0000	7.63	1.40
434441749.0000	4.72	0.64
434441751.0000	2.99	1.12
434441753.0000	2.43	1.47
434441755.0000	8.45	2.80
434441757.0000	7.42	1.78
434441759.0000	9.29	1.36
434441761.0000	9.14	0.54
434441763.0000	11.04	0.91
434441765.0000	9.63	1.75
434441767.0000	10.60	1.24
434441769.0000	10.65	0.66
434441771.0000	9.61	0.41
434441773.0000	4.89	1.65
434441775.0000	4.74	1.39
434441777.0000	3.49	1.52
434441779.0000	2.70	2.03
434441781.0000	7.35	1.95
434441783.0000	11.85	1.86
434441785.0000	12.00	0.47
434441787.0000	10.75	1.71
434441789.0000	9.45	2.21
434441791.0000	7.82	2.45
434441793.0000	7.05	3.03
434441795.0000	4.21	2.08
434441797.0000	6.94	1.02
434441799.0000	6.71	0.31
434441801.0000	7.77	0.42
434441803.0000	8.26	0.95
434441805.0000	12.23	1.65
434441809.0000	15.23	1.30
434441811.0000	20.00	0.99
434441813.0000	21.92	1.30
434441817.0000	13.89	2.25
434441819.0000	10.61	6.26
434441821.0000	7.90	4.58
434441823.0000	6.32	2.51
434441825.0000	4.73	2.16
434441827.0000	12.81	4.09
434441829.0000	13.75	1.45
434441831.0000	16.27	0.19
434441833.0000	16.69	1.99
434441835.0000	13.37	2.43
434441837.0000	13.46	2.99
434441839.0000	15.31	3.03
434441841.0000	12.67	2.44
434441843.0000	9.24	1.64
434441845.0000	4.62	0.91
434441847.0000	4.08	1.67
434441849.0000	2.59	2.01
434441851.0000	0.95	0.87
434441853.0000	1.91	1.55
434441855.0000	3.41	2.55
434441857.0000	3.44	2.41
434441859.0000	3.90	1.43
434441861.0000	6.89	1.86
434441863.0000	2.65	1.29
434441865.0000	8.25	3.21
434441867.0000	1.54	1.40
434441869.0000	4.21	1.39
434441871.0000	7.31	1.93
434441873.0000	7.30	2.02
434441877.0000	97.54	36.44
434441879.0000	55.25	15.34
434441881.0000	13.90	4.92
434441883.0000	10.04	10.36
434441885.0000	5.12	10.63
434441887.0000	11.83	7.91
434441889.0000	14.36	6.31
434441891.0000	23.26	4.94
434441893.0000	30.44	7.64
434441895.0000	34.61	16.06
434441897.0000	15.60	2.22
434441899.0000	16.64	1.75
434441901.0000	15.66	2.31
434441903.0000	14.10	2.15
434441905.0000	15.37	0.42
434441907.0000	14.93	1.68
434441909.0000	14.35	1.70
434441911.0000	15.00	0.64
434441913.0000	9.92	2.04
434441915.0000	2.58	4.05
434441917.0000	12.40	4.90
434441919.0000	21.54	4.61
434441921.0000	28.26	2.76
434441923.0000	31.51	0.65
434441925.0000	30.69	3.53
434441927.0000	24.82	6.09
434441929.0000	19.41	5.89
434441931.0000	7.63	4.54
434441933.0000	5.30	2.56
434441935.0000	5.76	1.83
434441937.0000	6.26	1.77
434441939.0000	3.36	1.84
434441941.0000	0.42	1.23
434441943.0000	3.48	0.85
434441945.0000	6.32	0.37
434441947.0000	5.74	1.00
434441949.0000	4.83	3.03
434441951.0000	4.95	2.48
434441953.0000	9.14	3.03
434441955.0000	14.36	2.65
434441957.0000	15.22	1.07
434441959.0000	14.56	0.75
434441961.0000	15.77	1.45
434441963.0000	14.09	2.17
434441965.0000	127.45	36.94
434441967.0000	75.59	13.67
434441969.0000	28.66	6.20
434441971.0000	24.91	7.57
434441973.0000	10.51	10.74
434441975.0000	8.41	9.03
434441977.0000	15.68	7.67
434441979.0000	24.89	1.99
434441981.0000	32.72	6.97
434441983.0000	40.68	16.94
434441985.0000	5.54	2.95
434441987.0000	5.17	2.46
434441989.0000	49.92	15.33
434441991.0000	35.53	4.01
434441993.0000	13.41	3.13
434441995.0000	13.57	4.46
434441997.0000	10.28	5.88
434441999.0000	13.69	5.56
434442001.0000	21.69	4.87
434442003.0000	22.37	2.30
434442005.0000	9.10	10.03
434442007.0000	11.88	11.85
434442011.0000	10.50	6.07
434442013.0000	9.49	3.28
434442015.0000	10.77	1.57
434442017.0000	10.18	5.03
434442019.0000	4.12	5.37
434442021.0000	4.10	2.59
434442023.0000	6.02	1.04
434442025.0000	3.31	5.74
434442027.0000	3.20	5.65
434442029.0000	8.48	4.22
434442031.0000	15.03	1.06
434442033.0000	14.52	1.78
434442035.0000	14.00	3.13
434442037.0000	13.94	2.64
434442039.0000	9.78	2.06
434442041.0000	9.61	1.32
434442043.0000	7.55	0.43
434442045.0000	8.01	1.37
434442047.0000	4.96	1.60
434442049.0000	3.67	0.78
434442051.0000	4.07	0.71
434442053.0000	2.83	0.97
434442055.0000	3.85	0.74
434442057.0000	4.25	0.54
434442059.0000	6.03	0.53
434442061.0000	7.56	0.53
434442063.0000	6.49	1.04
434442065.0000	6.68	0.90
434442069.0000	5.69	1.02
434442070.0000	4.75	1.43
434442073.0000	4.92	1.34
434442076.0000	3.56	1.27
434442078.0000	4.64	0.98
434442080.0000	3.07	0.15
434442082.0000	3.07	1.52
434442084.0000	1.34	1.74
434442085.0000	3.68	1.39
434442088.0000	6.74	1.04
434442090.0000	9.37	1.02
434442092.0000	8.64	0.72
434442094.0000	6.26	1.33
434442096.0000	4.22	2.15
434442098.0000	5.94	2.54
434442099.0000	6.62	1.98
434442102.0000	10.70	1.99
434442104.0000	10.72	0.48
434442106.0000	9.68	0.79
434442108.0000	8.14	1.69
434442110.0000	5.55	1.90
434442112.0000	2.70	1.61
434442114.0000	1.66	1.23
434442116.0000	4.42	1.82
434442117.0000	6.03	1.93
434442120.0000	5.74	1.19
434442122.0000	6.35	0.39
434442124.0000	6.14	1.48
434442126.0000	7.00	2.53
434442128.0000	8.39	2.42
434442130.0000	9.55	0.47
434442132.0000	9.27	1.11
434442133.0000	9.26	2.46
434442136.0000	6.72	2.89
434442138.0000	4.69	1.66
434442140.0000	4.57	0.18
434442142.0000	5.26	1.46
434442144.0000	4.86	1.48
434442146.0000	3.20	1.04
434442148.0000	3.95	2.01
434442150.0000	4.03	2.69
434442152.0000	4.79	2.10
434442154.0000	5.54	0.67
434442156.0000	5.02	1.24
434442158.0000	7.01	1.00
434442160.0000	6.57	1.10
434442162.0000	7.00	0.05
434442164.0000	5.09	1.24
434442166.0000	3.05	2.26
434442168.0000	2.72	3.08
434442170.0000	4.43	1.67
434442172.0000	8.88	1.94
434442174.0000	7.62	0.99
434442176.0000	6.73	0.68
434442178.0000	5.46	1.41
434442180.0000	4.35	1.35
434442182.0000	6.22	0.38
434442184.0000	8.86	1.93
434442186.0000	6.96	1.51
434442188.0000	7.96	1.10
434442190.0000	8.60	0.70
434442192.0000	9.56	0.70
434442194.0000	8.43	1.51
434442196.0000	9.67	2.03
434442198.0000	8.96	1.90
434442200.0000	9.36	1.52
434442202.0000	9.76	1.09
434442204.0000	11.98	0.70
434442206.0000	10.90	0.99
434442208.0000	2.45	2.68
434442210.0000	11.40	4.66
434442212.0000	18.53	3.80
434442214.0000	22.17	1.54
434442226.0000	23.64	1.70
434442228.0000	22.78	3.62
434442232.0000	18.87	4.94
434442234.0000	11.85	5.74
434442236.0000	8.23	3.39
434442238.0000	8.83	5.48
434442240.0000	15.59	2.78
434442242.0000	17.04	0.50
434442244.0000	9.19	4.92
434442246.0000	9.51	4.66
434442248.0000	7.18	5.83
434442250.0000	10.00	5.10
434442252.0000	15.29	2.75
434442254.0000	20.09	1.29
434442256.0000	19.70	2.27
434442258.0000	17.02	2.22
434442260.0000	12.28	1.97
434442262.0000	9.10	0.63
434442264.0000	6.97	0.85
434442266.0000	7.19	1.27
434442268.0000	4.61	0.79
434442270.0000	3.96	0.94
434442272.0000	3.83	0.88
434442274.0000	5.43	0.54
434442276.0000	7.34	0.49
434442278.0000	9.83	0.96
434442280.0000	12.67	1.97
434442282.0000	12.84	1.28
434442284.0000	13.82	1.54
434442286.0000	15.53	1.10
434442288.0000	16.22	1.53
434442290.0000	15.23	1.82
434442292.0000	13.86	1.73
434442294.0000	13.38	1.26
434442296.0000	10.41	1.21
434442298.0000	8.38	1.21
434442300.0000	7.95	1.80
434442302.0000	6.58	0.90
434442304.0000	5.91	1.06
434442306.0000	5.87	0.82
434442308.0000	6.37	1.05
434442310.0000	7.22	1.37
434442312.0000	10.16	1.11
434442314.0000	12.39	0.47
434442316.0000	12.57	0.61
434442318.0000	10.23	1.46
434442320.0000	11.67	1.41
434442322.0000	16.81	1.45
434442324.0000	18.96	0.98
434442326.0000	20.33	0.58
434442328.0000	17.49	1.91
434442330.0000	11.56	2.93
434442332.0000	12.14	3.29
434442334.0000	10.81	2.77
434442340.0000	8.48	2.28
434442342.0000	4.43	1.44
434442344.0000	4.93	0.99
434442346.0000	4.96	0.89
434442348.0000	5.73	1.01
434442350.0000	4.16	0.73
434442352.0000	3.23	0.35
434442354.0000	3.27	0.88
434442356.0000	2.85	1.28
434442358.0000	3.07	1.07
434442360.0000	4.45	0.60
434442362.0000	6.01	1.22
434442364.0000	9.08	2.50
434442366.0000	9.39	1.71
434442368.0000	10.25	0.83
434442370.0000	11.43	0.70
434442372.0000	10.24	0.97
434442374.0000	9.38	1.31
434442376.0000	6.57	1.64
434442378.0000	5.60	1.35
434442380.0000	4.72	1.03
434442382.0000	5.28	0.21
434442384.0000	7.06	0.12
434442386.0000	8.46	0.30
434442388.0000	11.07	0.42
434442390.0000	12.12	0.24
434442392.0000	12.41	0.26
434442394.0000	11.54	0.58
434442396.0000	11.40	0.87
434442398.0000	74.75	28.71
434442400.0000	67.67	18.39
434442402.0000	84.19	14.01
434442404.0000	93.67	6.45
434442406.0000	71.58	7.61
434442408.0000	23.70	24.86
434442412.0000	11.07	25.96
434442414.0000	30.25	21.43
434442416.0000	56.24	9.48
434442418.0000	83.06	9.14
434442420.0000	74.33	14.29
434442422.0000	57.06	16.09
434442424.0000	30.07	13.04
434442426.0000	3.23	1.91
434442428.0000	5.78	1.51
434442430.0000	7.39	1.38
434442432.0000	8.77	2.11
434442434.0000	13.55	0.17
434442436.0000	13.69	0.76
434442438.0000	13.88	1.47
434442440.0000	12.99	2.14
434442442.0000	10.83	1.77
434442444.0000	10.81	1.24
434442446.0000	10.17	0.70
434442448.0000	7.82	1.32
434442450.0000	5.01	1.82
434442452.0000	59.40	19.99
434442454.0000	57.28	13.61
434442456.0000	61.32	9.05
434442458.0000	53.52	1.36
434442460.0000	29.78	9.74
434442462.0000	16.23	14.44
434442464.0000	14.15	13.77
434442466.0000	21.89	8.43
434442468.0000	27.24	1.29
434442470.0000	40.70	9.43
434442472.0000	35.19	9.87
434442474.0000	22.53	7.05
434442476.0000	9.33	2.52
434442478.0000	12.06	5.21
434442480.0000	20.26	3.57
434442482.0000	22.71	1.32
434442484.0000	21.97	4.35
434442486.0000	17.65	5.50
434442492.0000	13.90	4.29
434442494.0000	12.14	5.58
434442496.0000	12.18	2.89
434442498.0000	14.92	1.77
434442500.0000	15.85	1.06
434442502.0000	13.10	1.66
434442504.0000	63.41	19.12
434442506.0000	53.76	10.98
434442508.0000	65.35	8.68
434442510.0000	69.80	3.42
434442512.0000	66.79	2.58
434442514.0000	65.10	6.62
434442516.0000	52.94	10.65
434442518.0000	29.16	13.57
434442520.0000	9.03	13.92
434442522.0000	27.97	3.19
434442524.0000	29.99	3.60
434442526.0000	35.14	3.96
434442528.0000	37.68	4.87
434442530.0000	38.98	4.42
434442532.0000	41.11	4.54
434442534.0000	38.95	2.43
